90000: 1 	26000	0	385900
90000: 1 	26000	0	86000
90000: 1 	26000	0	85900
90000: 1 	26000	0	86000
90000: 1 	26000	0	86000
90000: 1 	26000	0	285900
90000: 1 	26000	0	185900
90000: 1 	26000	0	86000
90000: 1 	26000	0	86000
90000: 1 	26000	0	86000
90000: 1 	26000	0	85900
90000: 1 	26000	0	86000
90000: 1 	26000	0	186000
90000: 1 	25900	0	385900
90000: 1 	26000	0	99675200
90000: 1 	26000	0	385900
90000: 1 	26000	0	85900
90000: 1 	26000	0	86000
90000: 1 	26000	0	86000
90000: 1 	26000	0	86000
90000: 1 	26000	0	285900
90000: 1 	26000	0	185900
90000: 1 	26000	0	86000
90000: 1 	26000	0	86000
90000: 1 	26000	0	85900
90000: 1 	26000	0	86000
90000: 1 	26000	0	86000
90000: 1 	26000	0	185900
90000: 1 	26000	0	385900
